"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.394200262E3,3.469266896E1,1.377069577E2,6.321243933E0,4.564463339E1,7.100924569E1,9.534265659E1,1.012183807E2,5.065299233E0,2.857845466E0,-1.000000000E0
1.395200262E3,3.469262853E1,1.377077275E2,6.334532024E0,4.565850609E1,7.085030756E1,9.423048618E1,1.012893500E2,4.998248571E0,2.973558182E0,-1.000000000E0
1.396200264E3,3.469262440E1,1.377085037E2,6.364359906E0,4.568901257E1,7.085439994E1,9.243089964E1,1.013576783E2,4.916903862E0,3.106218513E0,-1.000000000E0
1.397200263E3,3.469262250E1,1.377092511E2,7.078135211E0,4.640344626E1,7.037199644E1,9.098251961E1,1.014302523E2,4.850566645E0,3.208822254E0,-1.000000000E0
1.398200264E3,3.469263904E1,1.377100446E2,6.954974639E0,4.628102996E1,7.037024931E1,8.932495450E1,1.015009739E2,4.827503927E0,3.243415310E0,-1.000000000E0
1.399200265E3,3.469267567E1,1.377108169E2,7.127272925E0,4.645410253E1,7.011185984E1,8.771093103E1,1.015713395E2,4.815705714E0,3.260907161E0,-1.000000000E0
1.400200265E3,3.469273225E1,1.377115834E2,7.378640499E0,4.670628791E1,7.023577318E1,8.616205318E1,1.016415126E2,4.806969948E0,3.273771060E0,-1.000000000E0
1.401200266E3,3.469281674E1,1.377123441E2,7.792489735E0,4.712101767E1,7.029459260E1,8.434904854E1,1.017117192E2,4.801531240E0,3.281742644E0,-1.000000000E0
1.402200266E3,3.469289683E1,1.377131058E2,7.917492693E0,4.724689142E1,7.018479272E1,8.321212819E1,1.017817297E2,4.840951408E0,3.223309867E0,-1.000000000E0
1.403200266E3,3.469299899E1,1.377138614E2,7.930320382E0,4.726063828E1,7.003727776E1,8.171706873E1,1.018507968E2,4.833618616E0,3.234295612E0,-1.000000000E0
1.404200267E3,3.469313705E1,1.377145979E2,8.847265825E0,4.817857346E1,6.984970895E1,7.949223320E1,1.019207964E2,4.782698211E0,3.309129017E0,-1.000000000E0
1.405200267E3,3.469328058E1,1.377153434E2,8.248180366E0,4.758049901E1,7.015001914E1,7.783954442E1,1.019896586E2,4.760013696E0,3.341677221E0,-1.000000000E0
1.406200267E3,3.469343496E1,1.377160728E2,8.173678147E0,4.750702007E1,6.993525612E1,7.625112901E1,1.020580269E2,4.748346383E0,3.358235200E0,-1.000000000E0
1.407200267E3,3.469361212E1,1.377167889E2,8.932276291E0,4.826668519E1,6.939871523E1,7.425642041E1,1.021278764E2,4.741253653E0,3.368241505E0,-1.000000000E0
1.408200267E3,3.469380134E1,1.377175174E2,8.641977816E0,4.797749419E1,6.947828367E1,7.282548316E1,1.021977749E2,4.757185666E0,3.345701955E0,-1.000000000E0
1.409200268E3,3.469401269E1,1.377182375E2,8.613981247E0,4.795065154E1,6.960156216E1,7.109576873E1,1.022672076E2,4.754475552E0,3.349552098E0,-1.000000000E0
1.410200268E3,3.469422654E1,1.377189510E2,8.566835031E0,4.790465963E1,6.947836164E1,7.006801740E1,1.023366645E2,4.787550644E0,3.302104762E0,-1.000000000E0
1.411200267E3,3.469446922E1,1.377196510E2,8.447362604E0,4.778639989E1,6.952687487E1,6.839588233E1,1.024055040E2,4.841868062E0,3.221932758E0,-1.000000000E0
1.412200268E3,3.469471225E1,1.377203436E2,8.358012452E0,4.769825669E1,6.934820380E1,6.742337177E1,1.024734826E2,4.917700984E0,3.104956370E0,-1.000000000E0
1.413200268E3,3.469500455E1,1.377209966E2,8.664557762E0,4.800609407E1,6.893818078E1,6.479368137E1,1.025433676E2,4.908513363E0,3.119460466E0,-1.000000000E0
1.414200268E3,3.469529076E1,1.377216772E2,8.359078526E0,4.770191659E1,6.928069661E1,6.371356386E1,1.026128482E2,4.911278800E0,3.115104747E0,-1.000000000E0
1.415200268E3,3.469557509E1,1.377223539E2,8.293840579E0,4.763797254E1,6.932301409E1,6.299299234E1,1.026811622E2,4.975030335E0,3.012243384E0,-1.000000000E0
1.416200268E3,3.469588433E1,1.377229996E2,8.821216574E0,4.816667567E1,6.892532405E1,6.131926923E1,1.027510657E2,5.009817904E0,2.954024645E0,-1.000000000E0
1.417200268E3,3.469621242E1,1.377236518E2,8.795193101E0,4.814203120E1,6.914561541E1,5.988856419E1,1.028192214E2,5.225072017E0,2.652720638E0,-1.000000000E0
1.418200268E3,3.469653834E1,1.377242832E2,8.887368603E0,4.823556203E1,6.875419299E1,5.888474665E1,1.028884868E2,5.373198335E0,2.608139738E0,-1.000000000E0
1.419200269E3,3.469691046E1,1.377248908E2,9.190678885E0,4.854031926E1,6.882455955E1,5.670090987E1,1.029567992E2,5.837987881E0,2.477410950E0,-1.000000000E0
1.420200268E3,3.469726903E1,1.377254975E2,9.516065035E0,4.886711868E1,6.865062078E1,5.557291841E1,1.030263025E2,5.804541462E0,2.415389908E0,-1.000000000E0
1.421200268E3,3.469765658E1,1.377260940E2,9.787214245E0,4.913974284E1,6.885414414E1,5.412198015E1,1.030317096E2,5.277535233E0,2.551294977E0,-1.000000000E0
1.422200268E3,3.469769105E1,1.377261357E2,1.420047712E1,5.355312684E1,6.827999878E1,5.203158443E1,1.031172891E2,1.474837293E1,3.000000002E0,-1.000000000E0
1.423200268E3,3.469817193E1,1.377268666E2,1.784486736E1,5.719933920E1,7.730999755E1,5.168006434E1,1.031899249E2,1.447171674E1,4.000000002E0,-1.000000000E0
1.424200268E3,3.469862147E1,1.377274431E2,1.687520195E1,5.623128241E1,7.730999755E1,4.851598483E1,1.032521073E2,1.426776722E1,4.000000002E0,-1.000000000E0
1.425200267E3,3.469899381E1,1.377279506E2,1.766569527E1,5.702313490E1,6.902999878E1,4.816438205E1,1.033230583E2,1.471407319E1,4.000000001E0,-1.000000000E0
1.426200267E3,3.469941797E1,1.377285304E2,1.748203402E1,5.684102362E1,6.843000030E1,4.781281503E1,1.033956166E2,1.446605881E1,4.000000001E0,-1.000000000E0
1.427200268E3,3.469984696E1,1.377291284E2,1.622269714E1,5.558326484E1,6.856999969E1,4.816437993E1,1.034718692E2,1.541979552E1,4.000000001E0,-1.000000000E0
1.428200268E3,3.470028077E1,1.377297744E2,1.581842729E1,5.518062762E1,7.104000091E1,4.921908423E1,1.035420537E2,1.479961158E1,6.000000001E0,-1.000000000E0
1.429200268E3,3.470072099E1,1.377303246E2,1.524372032E1,5.460748387E1,7.104000091E1,4.710969840E1,1.036123739E2,1.494871561E1,6.000000001E0,-1.000000000E0
1.430200268E3,3.470113188E1,1.377309094E2,1.536271761E1,5.472800368E1,6.911000061E1,4.851594670E1,1.036827392E2,1.493645857E1,6.000000001E0,-1.000000000E0
1.431200268E3,3.470157459E1,1.377314594E2,1.505119020E1,5.441804566E1,6.873999786E1,4.746125222E1,1.037557161E2,1.466156162E1,6.000000001E0,-1.000000000E0
1.432200268E3,3.470198160E1,1.377320856E2,1.378503968E1,5.315344541E1,6.883000183E1,4.957063807E1,1.038232102E2,1.480700616E1,6.000000001E0,-1.000000000E0
1.433200267E3,3.470237952E1,1.377326431E2,1.481377897E1,5.418365175E1,6.805999755E1,4.957063443E1,1.038916036E2,1.456903582E1,6.000000001E0,-1.000000000E0
1.434200268E3,3.470276066E1,1.377332303E2,1.728814417E1,5.665946961E1,6.805999755E1,5.062532693E1,1.039599333E2,1.460344812E1,6.000000001E0,-1.000000000E0
1.435200267E3,3.470310677E1,1.377338480E2,1.579613046E1,5.516885027E1,6.719000244E1,5.378939938E1,1.040318435E2,1.463802868E1,6.000000001E0,-1.000000000E0
1.436200267E3,3.470349014E1,1.377344815E2,1.455406504E1,5.392828440E1,6.719000244E1,5.343783537E1,1.041052185E2,1.458220184E1,6.000000001E0,-1.000000000E0
1.437200267E3,3.470386240E1,1.377351442E2,1.384338775E1,5.321910571E1,6.869999694E1,5.449253503E1,1.041765228E2,1.492772570E1,6.000000001E0,-1.000000000E0
1.438200266E3,3.470421600E1,1.377357949E2,1.419447498E1,5.357163541E1,6.990000152E1,5.554723319E1,1.042457217E2,1.501225202E1,6.000000001E0,-1.000000000E0
1.439200267E3,3.470450223E1,1.377364671E2,1.413520977E1,5.351366745E1,6.990000152E1,5.800818091E1,1.043149987E2,1.515955247E1,6.000000001E0,-1.000000000E0
1.440200266E3,3.470476499E1,1.377371542E2,1.309296804E1,5.247267910E1,6.941000366E1,6.011756150E1,1.043833109E2,1.496021825E1,6.000000001E0,-1.000000000E0
1.441200266E3,3.470501274E1,1.377378381E2,1.111426567E1,5.049519060E1,6.908000183E1,6.222694235E1,1.044443941E2,1.504712623E1,6.000000001E0,-1.000000000E0
1.442200266E3,3.470519882E1,1.377384668E2,1.104108311E1,5.042302233E1,6.665359685E1,6.569413717E1,1.045103243E2,5.105191990E0,2.785956169E0,-1.000000000E0
1.443200266E3,3.470542296E1,1.377391345E2,1.119638868E1,5.057946995E1,6.645045388E1,6.680915714E1,1.045779632E2,5.184246387E0,2.635929899E0,-1.000000000E0
1.444200266E3,3.470561425E1,1.377398369E2,1.136132107E1,5.074549514E1,6.678106721E1,6.872541607E1,1.046446995E2,5.132567657E0,2.735194012E0,-1.000000000E0
1.445200266E3,3.470575104E1,1.377405477E2,1.133533555E1,5.072047688E1,6.675378838E1,7.071079109E1,1.047115571E2,4.979419301E0,3.004982606E0,-1.000000000E0
1.446200266E3,3.470592259E1,1.377412487E2,1.137728386E1,5.076346865E1,6.692970961E1,7.167378828E1,1.047782822E2,4.993351364E0,2.981774504E0,-1.000000000E0
1.447200265E3,3.470610127E1,1.377419456E2,1.142322322E1,5.081046524E1,6.697104713E1,7.198225902E1,1.048444186E2,5.104948999E0,2.786401398E0,-1.000000000E0
1.448200268E3,3.470628821E1,1.377426324E2,1.134601468E1,5.073432530E1,6.678968007E1,7.181564358E1,1.049095521E2,5.205818323E0,2.593066258E0,-1.000000000E0
1.449200265E3,3.470646040E1,1.377433134E2,1.124343179E1,5.063276986E1,6.641895537E1,7.217244210E1,1.049749750E2,5.178483636E0,2.647233322E0,-1.000000000E0
1.450200265E3,3.470662774E1,1.377439996E2,1.110643552E1,5.049679381E1,6.624595586E1,7.265772065E1,1.050395452E2,5.133050238E0,2.734288259E0,-1.000000000E0
1.451200264E3,3.470679500E1,1.377446760E2,1.050885054E1,4.990022026E1,6.623366019E1,7.326307999E1,1.051076015E2,5.075544302E0,2.839610372E0,-1.000000000E0
1.452200265E3,3.470695282E1,1.377453954E2,1.040640313E1,4.979879949E1,6.674032311E1,7.434918820E1,1.051745059E2,4.995916646E0,2.977474416E0,-1.000000000E0
1.453200265E3,3.470708368E1,1.377461097E2,1.013487222E1,4.952822499E1,6.675870935E1,7.586313276E1,1.052407661E2,4.923918955E0,3.095086292E0,-1.000000000E0
1.454200264E3,3.470720497E1,1.377468194E2,1.030658225E1,4.970086391E1,6.658393531E1,7.721687578E1,1.053080225E2,4.884452791E0,3.157001420E0,-1.000000000E0
1.455200264E3,3.470732473E1,1.377475406E2,1.004254688E1,4.943776400E1,6.690394264E1,7.844712867E1,1.053752575E2,4.865362278E0,3.186343819E0,-1.000000000E0
1.456200263E3,3.470742283E1,1.377482664E2,1.043831136E1,4.983441514E1,6.687572573E1,7.958526595E1,1.054417819E2,4.845118975E0,3.217041987E0,-1.000000000E0
1.457200264E3,3.470750120E1,1.377489879E2,9.944130491E0,4.934106888E1,6.701081667E1,8.076438141E1,1.055089602E2,4.824588543E0,3.247750364E0,-1.000000000E0
1.458200263E3,3.470758477E1,1.377497158E2,1.038599950E1,4.978379092E1,6.711274533E1,8.134087332E1,1.055759897E2,4.827508205E0,3.243408942E0,-1.000000000E0
1.459200264E3,3.470766679E1,1.377504422E2,1.077565541E1,5.017429487E1,6.721235802E1,8.168846848E1,1.056432030E2,4.809072015E0,3.270682403E0,-1.000000000E0
1.460200263E3,3.470776084E1,1.377511686E2,1.027963125E1,4.967914809E1,6.732840624E1,8.157060404E1,1.057104435E2,4.813388007E0,3.264327331E0,-1.000000000E0
1.461200263E3,3.470785183E1,1.377518958E2,1.045928169E1,4.985966925E1,6.745905852E1,8.149656257E1,1.057784086E2,4.837210779E0,3.228920703E0,-1.000000000E0
1.462200263E3,3.470794002E1,1.377526315E2,1.054690768E1,4.994816675E1,6.764031574E1,8.164419703E1,1.058456955E2,4.837903000E0,3.227883454E0,-1.000000000E0
1.463200263E3,3.470802775E1,1.377533599E2,1.005834229E1,4.946046516E1,6.756698422E1,8.168391913E1,1.059130178E2,4.824745742E0,3.247516829E0,-1.000000000E0
1.464200263E3,3.470811832E1,1.377540881E2,1.008417023E1,4.948716380E1,6.769646577E1,8.157863735E1,1.059813502E2,4.805618526E0,3.275754512E0,-1.000000000E0
1.465200263E3,3.470820868E1,1.377548275E2,1.028831651E1,4.969219026E1,6.788098588E1,8.169994132E1,1.060488904E2,4.799833720E0,3.284224914E0,-1.000000000E0
1.466200263E3,3.470829488E1,1.377555589E2,1.029659903E1,4.970133569E1,6.793057599E1,8.184719351E1,1.061160238E2,4.794770238E0,3.291612886E0,-1.000000000E0
1.467200262E3,3.470837195E1,1.377562873E2,1.065211433E1,5.005768894E1,6.783245045E1,8.233669614E1,1.061831819E2,4.775740428E0,3.319162605E0,-1.000000000E0
1.468200262E3,3.470844361E1,1.377570168E2,1.123772234E1,5.064412266E1,6.795193348E1,8.284151651E1,1.062512437E2,4.775850230E0,3.319004612E0,-1.000000000E0
1.469200262E3,3.470851530E1,1.377577563E2,1.089633273E1,5.030356774E1,6.813391316E1,8.340961099E1,1.063193728E2,4.793028295E0,3.294148872E0,-1.000000000E0
1.470200262E3,3.470858498E1,1.377584968E2,1.031790956E1,4.972597529E1,6.823928125E1,8.382580495E1,1.063866986E2,4.825861534E0,3.245858513E0,-1.000000000E0
1.471200261E3,3.470864157E1,1.377592301E2,1.046258669E1,4.987144472E1,6.824422862E1,8.426289277E1,1.064550616E2,4.853726250E0,3.204040968E0,-1.000000000E0
1.472200261E3,3.470869340E1,1.377599753E2,1.007842384E1,4.948807316E1,6.835491903E1,8.477024469E1,1.065248559E2,4.896885102E0,3.137682796E0,-1.000000000E0
1.473200261E3,3.470873151E1,1.377607374E2,9.637182549E0,4.904760467E1,6.887280169E1,8.569918584E1,1.065937285E2,4.889150397E0,3.149721485E0,-1.000000000E0
1.474200261E3,3.470876577E1,1.377614897E2,9.012124438E0,4.842330121E1,6.895505474E1,8.635781017E1,1.066631482E2,4.908754040E0,3.119081726E0,-1.000000000E0
1.475200261E3,3.470879496E1,1.377622483E2,8.419652797E0,4.783157742E1,6.921357779E1,8.693445473E1,1.067328509E2,4.877711493E0,3.167407082E0,-1.000000000E0
1.476200260E3,3.470881114E1,1.377630106E2,8.223100292E0,4.763574423E1,6.944687350E1,8.767576157E1,1.068022050E2,4.862604228E0,3.190551231E0,-1.000000000E0
1.477200261E3,3.470884260E1,1.377637684E2,8.521575263E0,4.793497187E1,6.942766848E1,8.754085281E1,1.068716226E2,4.905290375E0,3.124526103E0,-1.000000000E0
1.478200260E3,3.470884790E1,1.377645278E2,8.676696588E0,4.809078327E1,6.944546446E1,8.860092349E1,1.069420543E2,4.853546270E0,3.204313599E0,-1.000000000E0
1.479200260E3,3.470884083E1,1.377652982E2,8.721675104E0,4.813643146E1,6.972944023E1,8.956868773E1,1.070129433E2,4.808880868E0,3.270963441E0,-1.000000000E0
1.480200259E3,3.470885425E1,1.377660736E2,9.090682103E0,4.850616267E1,6.994162895E1,8.963346369E1,1.070830263E2,4.793364951E0,3.293658980E0,-1.000000000E0
1.481200259E3,3.470885623E1,1.377668403E2,9.590506569E0,4.900667560E1,6.997044938E1,8.974896303E1,1.071523070E2,4.820801851E0,3.253368492E0,-1.000000000E0
1.482200260E3,3.470885101E1,1.377675982E2,9.865679296E0,4.928251132E1,6.992301467E1,9.005294574E1,1.072212982E2,4.848081556E0,3.212575643E0,-1.000000000E0
1.483200260E3,3.470884748E1,1.377683529E2,9.696572969E0,4.911406931E1,6.989163586E1,9.014417613E1,1.072915870E2,4.824093972E0,3.248484936E0,-1.000000000E0
1.484200260E3,3.470884701E1,1.377691219E2,9.301840695E0,4.872002151E1,7.016567130E1,9.004524955E1,1.073612811E2,4.828872644E0,3.241377179E0,-1.000000000E0
1.485200260E3,3.470884414E1,1.377698843E2,9.513443870E0,4.893229746E1,7.034099067E1,9.000919797E1,1.074309727E2,4.817429665E0,3.258359779E0,-1.000000000E0
1.486200258E3,3.470884280E1,1.377706467E2,9.379700656E0,4.879923079E1,7.062720846E1,9.006477608E1,1.075014702E2,4.788983456E0,3.300026438E0,-1.000000000E0
1.487200258E3,3.470883416E1,1.377714179E2,9.616650319E0,4.903684687E1,7.074430021E1,9.020151524E1,1.075724479E2,4.787596469E0,3.302038322E0,-1.000000000E0
1.488200259E3,3.470882865E1,1.377721944E2,9.455086933E0,4.887596231E1,7.087097023E1,9.027852264E1,1.076430071E2,4.787921272E0,3.301567343E0,-1.000000000E0
1.489200258E3,3.470882679E1,1.377729663E2,9.559970165E0,4.898152923E1,7.092249615E1,9.020358446E1,1.077144721E2,4.780009156E0,3.313012150E0,-1.000000000E0
1.490200258E3,3.470882661E1,1.377737481E2,9.590649166E0,4.901290488E1,7.109122822E1,9.013992715E1,1.077859042E2,4.782707376E0,3.309115771E0,-1.000000000E0
1.491200258E3,3.470882747E1,1.377745296E2,9.790357064E0,4.921331167E1,7.131274608E1,9.000208334E1,1.078568659E2,4.794026672E0,3.292695750E0,-1.000000000E0
1.492200257E3,3.470882533E1,1.377753059E2,9.629917106E0,4.905355866E1,7.127534181E1,9.008785147E1,1.079284005E2,4.809746373E0,3.269690637E0,-1.000000000E0
1.493200257E3,3.470882247E1,1.377760884E2,9.421997169E0,4.884632946E1,7.154251118E1,9.019906888E1,1.080001747E2,4.816032601E0,3.260424361E0,-1.000000000E0
1.494200257E3,3.470882315E1,1.377768736E2,9.567563864E0,4.899259795E1,7.176865109E1,9.010665814E1,1.080729749E2,4.817384460E0,3.258426613E0,-1.000000000E0
1.495200257E3,3.470883126E1,1.377776700E2,9.428963614E0,4.885472767E1,7.200486567E1,9.001336889E1,1.081448726E2,4.828408870E0,3.242067984E0,-1.000000000E0
1.496200257E3,3.470882903E1,1.377784566E2,9.528407577E0,4.895486746E1,7.202097148E1,9.012993589E1,1.082165139E2,4.830060586E0,3.239606731E0,-1.000000000E0
1.497200256E3,3.470882890E1,1.377792403E2,9.675212993E0,4.910237137E1,7.205777292E1,9.013294060E1,1.082888415E2,4.792041604E0,3.295584060E0,-1.000000000E0
1.498200256E3,3.470883052E1,1.377800316E2,9.180164862E0,4.860803275E1,7.219412200E1,9.019497436E1,1.083613712E2,4.790988289E0,3.297115140E0,-1.000000000E0
1.499200278E3,3.470882751E1,1.377808250E2,9.974971200E0,4.940353916E1,7.238812821E1,9.020400833E1,1.084345248E2,4.800912684E0,3.282647473E0,-1.000000000E0
1.500200278E3,3.470882387E1,1.377816253E2,9.679674256E0,4.910894685E1,7.279969961E1,9.032672656E1,1.085078665E2,4.849145327E0,3.210969734E0,-1.000000000E0
1.501200278E3,3.470881759E1,1.377824276E2,9.812713809E0,4.924268637E1,7.306709387E1,9.067545165E1,1.085793435E2,4.912752359E0,3.112780316E0,-1.000000000E0
1.502200281E3,3.470879366E1,1.377832090E2,9.631341542E0,4.906195210E1,7.283482819E1,9.129358478E1,1.086524364E2,4.935554833E0,3.076497281E0,-1.000000000E0
1.503200278E3,3.470877146E1,1.377840082E2,9.698360511E0,4.912962915E1,7.313373386E1,9.192496236E1,1.087257374E2,4.902283362E0,3.129241900E0,-1.000000000E0
1.504200277E3,3.470873534E1,1.377848089E2,9.797934707E0,4.922982861E1,7.342435588E1,9.283600097E1,1.087981977E2,4.913919499E0,3.110937510E0,-1.000000000E0
1.505200281E3,3.470868541E1,1.377855993E2,1.024806967E1,4.968054570E1,7.329478761E1,9.381426911E1,1.088713476E2,4.872678576E0,3.175144174E0,-1.000000000E0
1.506200281E3,3.470862736E1,1.377863964E2,1.001615762E1,4.944920186E1,7.327814130E1,9.469639424E1,1.089447390E2,4.913134882E0,3.112176516E0,-1.000000000E0
1.507200282E3,3.470856414E1,1.377871956E2,9.961189831E0,4.939479140E1,7.313323059E1,9.535887912E1,1.090199763E2,4.996187297E0,2.977020243E0,-1.000000000E0
1.508200284E3,3.470844752E1,1.377880064E2,1.056048034E1,4.999451840E1,7.356845968E1,9.734928271E1,1.090940753E2,4.928913094E0,3.087126940E0,-1.000000000E0
1.509200284E3,3.470834199E1,1.377888068E2,1.064874162E1,5.008323412E1,7.367021144E1,9.851890364E1,1.091671492E2,4.917593193E0,3.105127086E0,-1.000000000E0
1.510200281E3,3.470822443E1,1.377895933E2,1.088162105E1,5.031652601E1,7.353961005E1,9.968210995E1,1.092394982E2,4.885353952E0,3.155606725E0,-1.000000000E0
1.511200272E3,3.470810137E1,1.377903705E2,1.182056741E1,5.125586298E1,7.310206844E1,1.005973115E2,1.093129577E2,4.890113392E0,3.148226174E0,-1.000000000E0
1.512200273E3,3.470795602E1,1.377911544E2,1.189831744E1,5.133395481E1,7.302832771E1,1.017261996E2,1.093895002E2,4.941022497E0,3.067708218E0,-1.000000000E0
1.513200272E3,3.470778629E1,1.377919659E2,1.157873551E1,5.101467930E1,7.437308719E1,1.029057296E2,1.094607136E2,4.938882507E0,3.071152327E0,-1.000000000E0
1.514200269E3,3.470761508E1,1.377927166E2,1.189936487E1,5.133555717E1,7.343058367E1,1.038480240E2,1.095324999E2,4.964148698E0,3.030142692E0,-1.000000000E0
1.515200266E3,3.470743620E1,1.377934712E2,1.176235503E1,5.119878036E1,7.293064420E1,1.046330250E2,1.096047121E2,5.024889389E0,2.928314133E0,-1.000000000E0
1.516200264E3,3.470726468E1,1.377942332E2,1.151350332E1,5.095018627E1,7.270272054E1,1.047322425E2,1.096772884E2,5.126606632E0,2.746350575E0,-1.000000000E0
1.517200261E3,3.470708628E1,1.377949969E2,1.173243405E1,5.116935924E1,7.267900769E1,1.049324629E2,1.097528311E2,5.237690337E0,2.528069810E0,-1.000000000E0
1.518200258E3,3.470689664E1,1.377957904E2,1.181331660E1,5.125048292E1,7.358997265E1,1.052627606E2,1.098267870E2,5.042370946E0,2.898108397E0,-1.000000000E0
1.519200257E3,3.470671031E1,1.377965671E2,1.207281048E1,5.151021089E1,7.383436749E1,1.055933931E2,1.099011566E2,4.991490744E0,2.984888136E0,-1.000000000E0
1.520200255E3,3.470652721E1,1.377973496E2,1.158502285E1,5.102267044E1,7.404752344E1,1.057052162E2,1.099751378E2,5.015289001E0,2.944726348E0,-1.000000000E0
1.521200253E3,3.470634221E1,1.377981270E2,1.106892722E1,5.050681271E1,7.399572932E1,1.058436765E2,1.100491836E2,5.082778923E0,2.826640312E0,-1.000000000E0
1.522200251E3,3.470615558E1,1.377989046E2,1.099273464E1,5.043085405E1,7.411863784E1,1.058496336E2,1.101237235E2,5.081226486E0,2.829430054E0,-1.000000000E0
1.523200249E3,3.470597007E1,1.377996882E2,1.047539596E1,4.991375737E1,7.431268789E1,1.057874697E2,1.101961857E2,5.060987111E0,2.865474917E0,-1.000000000E0
1.524200247E3,3.470579516E1,1.378004518E2,1.040781765E1,4.984642924E1,7.449233513E1,1.056721201E2,1.102712283E2,5.000901317E0,2.969094651E0,-1.000000000E0
1.525200246E3,3.470561748E1,1.378012437E2,1.011053206E1,4.954941220E1,7.459598653E1,1.056616966E2,1.103454045E2,4.964807768E0,3.029062703E0,-1.000000000E0
1.526200244E3,3.470543618E1,1.378020246E2,1.036542193E1,4.980455176E1,7.459905179E1,1.058073929E2,1.104196220E2,4.949369283E0,3.054223426E0,-1.000000000E0
1.527200243E3,3.470525889E1,1.378028074E2,1.037275268E1,4.981214363E1,7.465953019E1,1.057600552E2,1.104932126E2,4.956051784E0,3.043367831E0,-1.000000000E0
1.528200242E3,3.470507718E1,1.378035815E2,9.658505720E0,4.909813916E1,7.449567375E1,1.057513015E2,1.105688063E2,4.920221096E0,3.100961366E0,-1.000000000E0
1.529200241E3,3.470488546E1,1.378043749E2,9.690481254E0,4.913034965E1,7.487911001E1,1.057343181E2,1.106434948E2,4.865615393E0,3.185957294E0,-1.000000000E0
1.530200239E3,3.470469917E1,1.378051599E2,9.871887856E0,4.931199700E1,7.502179839E1,1.058280343E2,1.107186123E2,4.870438580E0,3.178579097E0,-1.000000000E0
1.531200238E3,3.470451243E1,1.378059496E2,1.014088054E1,4.958123349E1,7.514291179E1,1.058998809E2,1.107936206E2,4.854741658E0,3.202502220E0,-1.000000000E0
1.532200238E3,3.470432672E1,1.378067384E2,1.073726471E1,5.017786310E1,7.527661553E1,1.057990451E2,1.108687320E2,4.823040088E0,3.250049436E0,-1.000000000E0
1.533200236E3,3.470413975E1,1.378075280E2,1.005810429E1,4.949894557E1,7.540910321E1,1.058054515E2,1.109446062E2,4.802969793E0,3.279636901E0,-1.000000000E0
1.534200235E3,3.470395096E1,1.378083256E2,1.035351178E1,4.979459858E1,7.559403309E1,1.058336875E2,1.110209092E2,4.831559390E0,3.237370985E0,-1.000000000E0
1.535200235E3,3.470377528E1,1.378091325E2,9.968148638E0,4.940952139E1,7.585553715E1,1.052240739E2,1.110966279E2,4.800760786E0,3.282869616E0,-1.000000000E0
1.536200234E3,3.470360087E1,1.378099331E2,1.002118126E1,4.946283748E1,7.582263710E1,1.046836634E2,1.111728874E2,4.792646508E0,3.294704309E0,-1.000000000E0
1.537200232E3,3.470344105E1,1.378107444E2,9.299945680E0,4.874193065E1,7.595720400E1,1.037769210E2,1.112496387E2,4.794355151E0,3.292217447E0,-1.000000000E0
1.538200232E3,3.470328950E1,1.378115635E2,9.474645746E0,4.891698672E1,7.624663382E1,1.029127460E2,1.113259876E2,4.823437948E0,3.249458939E0,-1.000000000E0
1.539200231E3,3.470316265E1,1.378123843E2,9.319787691E0,4.876254697E1,7.638162699E1,1.016219525E2,1.114019237E2,4.860302306E0,3.194056751E0,-1.000000000E0
1.540200231E3,3.470306961E1,1.378132072E2,9.615543505E0,4.905880614E1,7.656294634E1,9.982549510E1,1.114790725E2,4.849818042E0,3.209953580E0,-1.000000000E0
1.541200230E3,3.470298635E1,1.378140451E2,1.005210333E1,4.949590663E1,7.686653523E1,9.813673734E1,1.115555667E2,4.773038714E0,3.323046565E0,-1.000000000E0
1.542200229E3,3.470291776E1,1.378148777E2,1.015193996E1,4.959631537E1,7.684765339E1,9.660387442E1,1.116326114E2,4.761301638E0,3.339841874E0,-1.000000000E0
1.543200229E3,3.470284849E1,1.378157163E2,1.037107588E1,4.981602702E1,7.694740612E1,9.562744955E1,1.117085575E2,4.774742651E0,3.320597785E0,-1.000000000E0
1.544200228E3,3.470279921E1,1.378165449E2,1.076973352E1,5.021530070E1,7.686486719E1,9.451392353E1,1.117844468E2,4.787379616E0,3.302352713E0,-1.000000000E0
1.545200228E3,3.470279043E1,1.378173750E2,1.046065412E1,4.990693844E1,7.664940926E1,9.245370304E1,1.118608480E2,4.768937945E0,3.328928943E0,-1.000000000E0
1.546200227E3,3.470279097E1,1.378182107E2,1.035943430E1,4.980646375E1,7.691042157E1,9.101302026E1,1.119364036E2,4.750732208E0,3.354859240E0,-1.000000000E0
1.547200227E3,3.470279640E1,1.378190372E2,1.057274465E1,5.002052303E1,7.642879550E1,9.019300880E1,1.120138204E2,4.760738376E0,3.340644720E0,-1.000000000E0
1.548200226E3,3.470280811E1,1.378198840E2,1.035307991E1,4.980164073E1,7.680697814E1,8.971897728E1,1.120914310E2,4.787596661E0,3.302038044E0,-1.000000000E0
1.549200226E3,3.470282767E1,1.378207326E2,1.047613651E1,4.992550082E1,7.686050638E1,8.920605628E1,1.121685246E2,4.765437877E0,3.333937444E0,-1.000000000E0
