"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.525041790E3,3.550157961E1,1.396103316E2,1.160687146E1,4.889828862E1,1.862166232E1,4.589145660E1,3.212794663E2,1.430730019E1,9.986090049E0,-1.000000000E0
4.526041789E3,3.550171422E1,1.396104943E2,1.123964842E1,4.853067440E1,1.992509079E1,4.575031662E1,3.212974655E2,1.431656829E1,9.972798294E0,-1.000000000E0
4.527041789E3,3.550182589E1,1.396106382E2,1.132011374E1,4.861076718E1,1.891247620E1,4.598281479E1,3.213156513E2,1.433908723E1,9.940392883E0,-1.000000000E0
4.528041789E3,3.550194854E1,1.396107711E2,1.128470895E1,4.857508781E1,1.851789551E1,4.598281479E1,3.213339036E2,1.431501700E1,9.975024891E0,-1.000000000E0
4.529041788E3,3.550205215E1,1.396109275E2,1.115159864E1,4.844151031E1,1.854634551E1,4.595806885E1,3.213528925E2,1.430519014E1,9.989112496E0,-1.000000000E0
4.530041788E3,3.550217566E1,1.396110724E2,1.106732282E1,4.835689934E1,1.878235249E1,4.595806885E1,3.213672763E2,1.432765519E1,9.956863463E0,-1.000000000E0
4.531041788E3,3.550226137E1,1.396111914E2,1.071403381E1,4.800327932E1,1.913846942E1,4.578385544E1,3.213855552E2,1.430054322E1,9.995763948E0,-1.000000000E0
4.532041788E3,3.550237627E1,1.396113358E2,1.071036908E1,4.799925163E1,1.871806923E1,4.578385544E1,3.214039188E2,1.431561339E1,9.974168961E0,-1.000000000E0
4.533041788E3,3.550249216E1,1.396114803E2,1.086689315E1,4.815541569E1,1.848340184E1,4.508971405E1,3.214232076E2,1.429452572E1,1.000436744E1,-1.000000000E0
4.534041788E3,3.550261490E1,1.396116309E2,1.023221029E1,4.752036505E1,1.856748972E1,4.508971405E1,3.214424565E2,1.428703720E1,1.001505873E1,-1.000000000E0
4.535041788E3,3.550273739E1,1.396117811E2,1.041463013E1,4.770241801E1,1.873397461E1,4.508971405E1,3.214616911E2,1.429153281E1,1.000864243E1,-1.000000000E0
4.536041787E3,3.550287038E1,1.396119170E2,1.081370821E1,4.810124324E1,1.890132807E1,4.508971405E1,3.214800668E2,1.430161826E1,9.994225748E0,-1.000000000E0
4.537041787E3,3.550298501E1,1.396120633E2,1.098533686E1,4.827249891E1,1.879904498E1,4.508971405E1,3.214984471E2,1.430718338E1,9.986257404E0,-1.000000000E0
4.538041788E3,3.550310017E1,1.396122089E2,1.103685163E1,4.832364580E1,1.877318678E1,4.508971405E1,3.215175691E2,1.431715399E1,9.971957428E0,-1.000000000E0
4.539041787E3,3.550321462E1,1.396123666E2,1.111856749E1,4.840492736E1,1.874288599E1,4.508971405E1,3.215367182E2,1.434152176E1,9.936880135E0,-1.000000000E0
4.540041787E3,3.550333628E1,1.396125163E2,1.115186065E1,4.843785434E1,1.880147074E1,4.525308609E1,3.215555631E2,1.432641636E1,9.958645875E0,-1.000000000E0
4.541041786E3,3.550346682E1,1.396126491E2,1.147760091E1,4.876335029E1,1.872891568E1,4.525308609E1,3.215747104E2,1.433832617E1,9.941490636E0,-1.000000000E0
4.542041786E3,3.550357640E1,1.396128122E2,1.140277623E1,4.868804513E1,1.861610055E1,4.512834930E1,3.215934430E2,1.431396791E1,9.976530261E0,-1.000000000E0
4.543041786E3,3.550370110E1,1.396129514E2,1.153029278E1,4.881526297E1,1.856556282E1,4.562675476E1,3.216119388E2,1.433422147E1,9.947408116E0,-1.000000000E0
4.544041786E3,3.550381378E1,1.396131017E2,1.154251103E1,4.882708060E1,1.852548448E1,4.525271225E1,3.216312482E2,1.431418034E1,9.976225459E0,-1.000000000E0
4.545041806E3,3.550393097E1,1.396132591E2,1.144420947E1,4.872835667E1,1.893967254E1,4.525271225E1,3.216495142E2,1.430584715E1,9.988171538E0,-1.000000000E0
4.546041813E3,3.550405424E1,1.396133925E2,1.116405897E1,4.844793350E1,1.866604711E1,4.571312332E1,3.216674957E2,1.430848321E1,9.984394897E0,-1.000000000E0
4.547041818E3,3.550415743E1,1.396135454E2,1.108869585E1,4.837212233E1,1.852970546E1,4.571312332E1,3.216848272E2,1.429546615E1,1.000302358E1,-1.000000000E0
4.548041823E3,3.550426249E1,1.396136868E2,1.075575160E1,4.803879809E1,1.826002485E1,4.563264465E1,3.217026522E2,1.428019569E1,1.002481144E1,-1.000000000E0
4.549041829E3,3.550438002E1,1.396138207E2,9.959556490E0,4.724230751E1,1.822250552E1,4.634722900E1,3.217212933E2,1.429727174E1,1.000044269E1,-1.000000000E0
4.550041832E3,3.550450594E1,1.396139567E2,9.720087682E0,4.700256215E1,1.827230399E1,4.559063721E1,3.217390515E2,1.432351078E1,9.962824511E0,-1.000000000E0
4.551041834E3,3.550462192E1,1.396140916E2,1.010323016E1,4.738539880E1,1.803073616E1,4.563574219E1,3.217579557E2,1.431930828E1,9.968863709E0,-1.000000000E0
4.552041841E3,3.550473143E1,1.396142513E2,1.006287875E1,4.734458623E1,1.828379588E1,4.561432648E1,3.217766003E2,1.433509240E1,9.946152984E0,-1.000000000E0
4.553041845E3,3.550486025E1,1.396143831E2,9.965947990E0,4.724741159E1,1.824599257E1,4.561432648E1,3.217948268E2,1.436389296E1,9.904514745E0,-1.000000000E0
4.554041848E3,3.550497199E1,1.396145305E2,9.129035370E0,4.641011208E1,1.802411032E1,4.571949387E1,3.218120114E2,1.438565712E1,9.872877108E0,-1.000000000E0
4.555041849E3,3.550508000E1,1.396146662E2,9.166192112E0,4.644693029E1,1.755717875E1,4.571949387E1,3.218294595E2,1.442587695E1,9.814015864E0,-1.000000000E0
4.556041854E3,3.550518093E1,1.396148138E2,9.349145981E0,4.662945771E1,1.732521579E1,4.571949387E1,3.218456414E2,1.443876947E1,9.795038008E0,-1.000000000E0
4.557041860E3,3.550528305E1,1.396149412E2,9.111111823E0,4.639110901E1,1.698875452E1,4.554917526E1,3.218610414E2,1.440628813E1,9.842748379E0,-1.000000000E0
4.558041861E3,3.550538026E1,1.396150624E2,8.722191539E0,4.600188976E1,1.662677056E1,4.554917526E1,3.218751545E2,1.439280352E1,9.862456093E0,-1.000000000E0
4.559041864E3,3.550546922E1,1.396151736E2,8.548671160E0,4.582809425E1,1.633084596E1,4.566952896E1,3.218926003E2,1.433934995E1,9.940013899E0,-1.000000000E0
4.560041864E3,3.550557911E1,1.396153111E2,8.429164106E0,4.570824637E1,1.651654370E1,4.566952896E1,3.219080371E2,1.434581146E1,9.930686124E0,-1.000000000E0
4.561041866E3,3.550567635E1,1.396154329E2,8.373498484E0,4.565227926E1,1.589998644E1,4.566952896E1,3.219223576E2,1.431956101E1,9.968500674E0,-1.000000000E0
4.562041867E3,3.550576643E1,1.396155459E2,7.892000916E0,4.517050092E1,1.493563211E1,4.629814148E1,3.219361012E2,1.430896662E1,9.983702090E0,-1.000000000E0
4.563041867E3,3.550585287E1,1.396156545E2,7.751247596E0,4.502947799E1,1.412360144E1,4.563493729E1,3.219481345E2,1.429079973E1,1.000968913E1,-1.000000000E0
4.564041869E3,3.550592871E1,1.396157493E2,8.833896513E0,4.611189255E1,1.295292192E1,4.563493729E1,3.219605711E2,1.426935130E1,1.004024137E1,-1.000000000E0
4.565041869E3,3.550600709E1,1.396158473E2,8.677655526E0,4.595540941E1,1.253692412E1,4.563493729E1,3.219724117E2,1.428248874E1,1.002154423E1,-1.000000000E0
4.566041870E3,3.550608172E1,1.396159406E2,8.566279125E0,4.584380251E1,1.210426902E1,4.563493729E1,3.219837203E2,1.432002516E1,9.967833905E0,-1.000000000E0
4.567041871E3,3.550615300E1,1.396160297E2,8.674694080E0,4.595199738E1,1.174609376E1,4.563493729E1,3.219948150E2,1.433504760E1,9.946217559E0,-1.000000000E0
4.568041871E3,3.550622294E1,1.396161171E2,8.512144151E0,4.578923168E1,1.144002607E1,4.558403015E1,3.220028393E2,1.437028797E1,9.895234056E0,-1.000000000E0
4.569041873E3,3.550627356E1,1.396161803E2,7.877215547E0,4.515414743E1,1.033288873E1,4.558403015E1,3.220091884E2,1.436526365E1,9.902526622E0,-1.000000000E0
4.570041871E3,3.550631361E1,1.396162303E2,8.092373459E0,4.536918220E1,9.098236695E0,4.558224487E1,3.220163770E2,1.432910615E1,9.954775252E0,-1.000000000E0
4.571041872E3,3.550635892E1,1.396162869E2,7.935166381E0,4.521183530E1,8.577974024E0,4.579359436E1,3.220241861E2,1.432750515E1,9.957079365E0,-1.000000000E0
4.572041874E3,3.550640800E1,1.396163487E2,7.880941311E0,4.515745698E1,8.493921728E0,4.579359436E1,3.220266732E2,1.435923863E1,9.911261241E0,-1.000000000E0
4.573041874E3,3.550642363E1,1.396163683E2,6.722527178E0,4.399899404E1,8.849303743E0,4.579359436E1,3.220320016E2,1.433023616E1,9.953148490E0,-1.000000000E0
4.574041874E3,3.550645716E1,1.396164104E2,7.674840512E0,4.495120321E1,7.755274291E0,4.566109085E1,3.220368220E2,1.435804260E1,9.912993800E0,-1.000000000E0
4.575041873E3,3.550648752E1,1.396164484E2,7.577701961E0,4.485397080E1,6.370042021E0,4.566109085E1,3.220426052E2,1.438462711E1,9.874377757E0,-1.000000000E0
4.576041874E3,3.550652396E1,1.396164940E2,7.541753947E0,4.481791019E1,6.104914384E0,4.566109085E1,3.220470833E2,1.445694929E1,9.768185633E0,-1.000000000E0
4.577041874E3,3.550655217E1,1.396165293E2,8.807408532E0,4.608347759E1,5.626144838E0,4.566109085E1,3.220514295E2,1.453664678E1,9.649183064E0,-1.000000000E0
4.578041874E3,3.550657955E1,1.396165635E2,9.146806370E0,4.642279083E1,5.158672384E0,4.566109085E1,3.220588275E2,1.463367946E1,9.501381940E0,-1.000000000E0
4.579041874E3,3.550662615E1,1.396166219E2,8.699720177E0,4.597556064E1,5.417227830E0,4.566109085E1,3.220656957E2,1.470427652E1,9.391756247E0,-1.000000000E0
4.580041875E3,3.550666141E1,1.396166842E2,8.752516932E0,4.602815186E1,5.735533504E0,4.566109085E1,3.220697556E2,1.460771343E1,9.541254717E0,-1.000000000E0
4.581041874E3,3.550669645E1,1.396166968E2,9.328830983E0,4.660452382E1,5.174779729E0,4.566109085E1,3.220750609E2,1.456843117E1,9.601127364E0,-1.000000000E0
4.582041875E3,3.550673240E1,1.396167353E2,9.354724918E0,4.663034108E1,4.987067166E0,4.566109085E1,3.220812432E2,6.065736109E0,1.446783125E0,-1.000000000E0
4.583041875E3,3.550677356E1,1.396167812E2,8.805950132E0,4.608146887E1,5.001370708E0,4.611874771E1,3.220854501E2,6.083070136E0,1.329996795E0,-1.000000000E0
4.584041875E3,3.550678720E1,1.396168246E2,9.013790193E0,4.628912720E1,4.572667333E0,4.611874771E1,3.220888299E2,5.921022848E0,1.441437173E0,-1.000000000E0
4.585041875E3,3.550680832E1,1.396168514E2,9.141964855E0,4.641723439E1,4.680837807E0,4.611874771E1,3.220949997E2,9.844171760E0,1.561412810E0,-1.000000000E0
4.586041875E3,3.550684687E1,1.396169004E2,9.213566009E0,4.648871239E1,5.080284561E0,4.611874771E1,3.220996667E2,1.393254331E1,1.607214149E0,-1.000000000E0
4.587041875E3,3.550687603E1,1.396169375E2,9.861166567E0,4.713621980E1,4.621131851E0,4.611874771E1,3.221028692E2,1.639141290E1,1.821730329E0,-1.000000000E0
4.588041875E3,3.550689605E1,1.396169629E2,9.575644906E0,4.685063435E1,4.028795759E0,4.605178452E1,3.221073346E2,1.572899693E1,1.852219594E0,-1.000000000E0
4.589041875E3,3.550692399E1,1.396169984E2,9.554987257E0,4.682988792E1,3.835697233E0,4.605178452E1,3.221094757E2,1.841313094E1,1.682493052E0,-1.000000000E0
4.590041875E3,3.550693738E1,1.396170154E2,9.547162011E0,4.682202011E1,3.238729336E0,4.605178452E1,3.221117785E2,1.924953864E1,1.507498574E0,-1.000000000E0
4.591041875E3,3.550695179E1,1.396170337E2,9.619326832E0,4.689413915E1,2.764908024E0,4.605178452E1,3.221132200E2,1.963140833E1,1.397052417E0,-1.000000000E0
4.592041876E3,3.550696081E1,1.396170451E2,9.602210282E0,4.687699395E1,2.252036414E0,4.605178452E1,3.221149390E2,1.867937708E1,1.260303366E0,-1.000000000E0
4.593041875E3,3.550697156E1,1.396170587E2,9.606145537E0,4.688089503E1,1.915783210E0,4.605178452E1,3.221170072E2,1.910934651E1,1.129148278E0,-1.000000000E0
4.594041877E3,3.550698450E1,1.396170752E2,9.390919044E0,4.666562743E1,1.668837386E0,4.605178452E1,3.221194260E2,1.950538024E1,1.123959383E0,-1.000000000E0
4.595041875E3,3.550699963E1,1.396170944E2,9.483570918E0,4.675823123E1,1.761257634E0,4.605178452E1,3.221222318E2,1.936430324E1,1.094685940E0,-1.000000000E0
4.596041875E3,3.550701718E1,1.396171166E2,9.481902798E0,4.675650734E1,1.658838740E0,4.605178452E1,3.221226127E2,1.985315765E1,1.112917676E0,-1.000000000E0
4.597041875E3,3.550701480E1,1.396171136E2,9.436541868E0,4.671115398E1,8.601177718E-1,4.605178452E1,3.221231928E2,1.996141573E1,1.107794200E0,-1.000000000E0
4.598041875E3,3.550701843E1,1.396171182E2,9.393189593E0,4.666779018E1,5.149046006E-1,4.605178452E1,3.221238364E2,2.078535808E1,1.085910054E0,-1.000000000E0
4.599041875E3,3.550702244E1,1.396171233E2,9.155611299E0,4.643019897E1,5.241050220E-1,4.628342438E1,3.221263390E2,1.945107267E1,1.107024624E0,-1.000000000E0
4.600041875E3,3.550703803E1,1.396171433E2,8.988552188E0,4.626308947E1,7.792156119E-1,4.628342438E1,3.221265985E2,1.837466741E1,1.309479894E0,-1.000000000E0
4.601041874E3,3.550703641E1,1.396171412E2,8.997343659E0,4.627188617E1,0.000000000E0,4.628342438E1,3.221300473E2,1.833903146E1,1.717407828E0,-1.000000000E0
4.602041875E3,3.550705790E1,1.396171687E2,1.020758796E1,4.748206104E1,9.011830163E-1,4.628342438E1,3.221320623E2,1.500386703E1,1.989406952E0,-1.000000000E0
4.603041875E3,3.550707045E1,1.396171847E2,9.963251104E0,4.723768362E1,6.995542343E-1,4.628342438E1,3.221345163E2,1.601326138E1,2.132828459E0,-1.000000000E0
4.604041874E3,3.550705516E1,1.396171652E2,1.013125495E1,4.740573686E1,2.931095452E-1,4.628342438E1,3.221355329E2,1.743621041E1,2.254728147E0,-1.000000000E0
4.605041874E3,3.550704883E1,1.396171571E2,9.918189277E0,4.719269166E1,2.066366975E-1,4.628342438E1,3.221356416E2,1.843533055E1,2.157933077E0,-1.000000000E0
4.606041874E3,3.550704815E1,1.396171562E2,9.920252618E0,4.719475719E1,0.000000000E0,4.628342438E1,3.221383036E2,1.846064367E1,2.114380215E0,-1.000000000E0
4.607041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769918E1,1.725390538E0,-1.000000000E0
4.608041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769721E1,1.506893211E0,-1.000000000E0
4.609041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769855E1,1.603495959E0,-1.000000000E0
4.610041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,1.733666063E0,-1.000000000E0
4.611041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,1.955871433E0,-1.000000000E0
4.612041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.288994158E0,-1.000000000E0
4.613041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.604891632E0,-1.000000000E0
4.614041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.688283948E0,-1.000000000E0
4.615041874E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.695918653E0,-1.000000000E0
4.616041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769778E1,2.710440073E0,-1.000000000E0
4.617041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.729466379E0,-1.000000000E0
4.618041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.782661089E0,-1.000000000E0
4.619041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.812516283E0,-1.000000000E0
4.620041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.854575738E0,-1.000000000E0
4.621041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.886713954E0,-1.000000000E0
4.622041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769578E1,2.920731892E0,-1.000000000E0
4.623041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.947475885E0,-1.000000000E0
4.624041873E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.972659339E0,-1.000000000E0
4.625041871E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,2.991541511E0,-1.000000000E0
4.626041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.011239418E0,-1.000000000E0
4.627041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.026716559E0,-1.000000000E0
4.628041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.041072745E0,-1.000000000E0
4.629041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.044570384E0,-1.000000000E0
4.630041871E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769858E1,3.055096918E0,-1.000000000E0
4.631041871E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769652E1,3.066959048E0,-1.000000000E0
4.632041872E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769765E1,3.076920922E0,-1.000000000E0
4.633041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769762E1,3.087472710E0,-1.000000000E0
4.634041871E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.094966547E0,-1.000000000E0
4.635041871E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769698E1,3.096804347E0,-1.000000000E0
4.636041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.099387976E0,-1.000000000E0
4.637041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.101515281E0,-1.000000000E0
4.638041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.106534645E0,-1.000000000E0
4.639041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.113477695E0,-1.000000000E0
4.640041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.121362825E0,-1.000000000E0
4.641041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.127572125E0,-1.000000000E0
4.642041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.134279195E0,-1.000000000E0
4.643041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.141915293E0,-1.000000000E0
4.644041870E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.148181207E0,-1.000000000E0
4.645041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769938E1,3.158968886E0,-1.000000000E0
4.646041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.163827239E0,-1.000000000E0
4.647041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.168387406E0,-1.000000000E0
4.648041869E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.172815007E0,-1.000000000E0
4.649041868E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.177335219E0,-1.000000000E0
4.650041868E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.181373929E0,-1.000000000E0
4.651041868E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769581E1,3.182970520E0,-1.000000000E0
4.652041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.187187793E0,-1.000000000E0
4.653041868E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.189395762E0,-1.000000000E0
4.654041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.191410043E0,-1.000000000E0
4.655041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769760E1,3.193594669E0,-1.000000000E0
4.656041868E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.195660362E0,-1.000000000E0
4.657041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769770E1,3.197358462E0,-1.000000000E0
4.658041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.198947526E0,-1.000000000E0
4.659041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.200803684E0,-1.000000000E0
4.660041867E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.201868277E0,-1.000000000E0
4.661041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769523E1,3.204677892E0,-1.000000000E0
4.662041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.207816124E0,-1.000000000E0
4.663041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.211455416E0,-1.000000000E0
4.664041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769789E1,3.214642005E0,-1.000000000E0
4.665041865E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.217796643E0,-1.000000000E0
4.666041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.220426004E0,-1.000000000E0
4.667041866E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.222322803E0,-1.000000000E0
4.668041865E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769781E1,3.224074359E0,-1.000000000E0
4.669041865E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.225179277E0,-1.000000000E0
4.670041865E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.226950530E0,-1.000000000E0
4.671041876E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.229983913E0,-1.000000000E0
4.672041878E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.231837494E0,-1.000000000E0
4.673041879E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383036E2,2.023769757E1,3.234477307E0,-1.000000000E0
4.674041879E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769624E1,3.236489496E0,-1.000000000E0
4.675041879E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769760E1,3.238791631E0,-1.000000000E0
4.676041880E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769757E1,3.240303035E0,-1.000000000E0
4.677041883E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769757E1,3.241683084E0,-1.000000000E0
4.678041882E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769757E1,3.243766650E0,-1.000000000E0
4.679041882E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769757E1,3.245599936E0,-1.000000000E0
4.680041885E3,3.550706474E1,1.396171774E2,9.640809140E0,4.691526012E1,0.000000000E0,4.628342438E1,3.221383037E2,2.023769756E1,3.247516726E0,-1.000000000E0
